baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Tag
29,1300700313084	0,133856384196274	0,440935085302487	0,303573901596982	0,761452537267008	0,943622115587997	WASH7P	NC
130,422403143485	0,148017537232952	0,237144197486171	0,624166809907225	0,532518041376504	0,870953780681581	LOC729737	NC
25,8935175422239	-0,000584559998495826	0,416119862052403	-0,00140478754273501	0,998879142077099	0,999775580428891	LOC100133331	NC
19,8573686739581	0,0845121919903066	0,48682848167054	0,173597468456047	0,862181821692456	0,968077579431194	LOC100288069	NC
14,1596325404354	-0,276073439144999	0,567594503945518	-0,486392023224204	0,626689245068442	0,90318618810305	LINC00115	NC
20,3994581845229	0,855439885067117	0,554032419639056	1,54402496089385	0,12258228580587	0,545077717869912	SAMD11	NC
2248,47050313893	0,178083760817483	0,0974242320258044	1,82792060162521	0,067561468660148	0,432746897766042	NOC2L	NC
140,958215387384	0,140064394993776	0,27085551501056	0,517118490233864	0,605073446876399	0,895909941777038	KLHL17	NC
203,220538928506	-0,0469635663311924	0,183956368779031	-0,255297311220604	0,798493476492312	0,953077073439969	PLEKHN1	NC
39,0940748617059	-0,601362064101185	0,379079737575679	-1,58637353699531	0,112654599743892	0,528349191996668	HES4	NC
71,441078046108	0,783901552694922	0,296236723660773	2,64619977904084	0,00814017260273643	0,139710516044391	ISG15	NC
3697,79300134403	-0,0274912455881043	0,286930474421701	-0,0958115224376638	0,923670265881832	0,983045031291862	AGRN	NC
70,9680361501288	-0,00157786606725675	0,332188018740728	-0,00474991865521877	0,996210127490948	0,998957948805492	C1orf159	NC
1887,1594177172	0,156612198898275	0,137692945652058	1,13740176126397	0,255370371356184	0,702433199364821	SDF4	NC
197,239452831409	-0,157568770416401	0,17917329481963	-0,879421068720214	0,379173012690326	0,799958929165161	B3GALT6	NC
330,251557576964	-0,0344476074023355	0,145410480550793	-0,236899068566813	0,812735092599584	0,956013619562429	UBE2J2	NC
11,3117051397002	-0,331983666204081	0,677744920276098	-0,489835712924027	0,624250157113214	NA	SCNN1D	NC
387,837823261048	0,0040819342163006	0,15696976340828	0,0260045892130413	0,979253678027405	0,994656966542549	ACAP3	NC
99,0326395818407	0,0074163684432957	0,264892576597319	0,027997645455236	0,977664029066589	0,994052575548072	PUSL1	NC
705,7836784939	0,0572385266607309	0,183111209133797	0,312588873895248	0,754593032171756	0,941730220218928	DVL1	NC
21,6232246764396	0,321646507689518	0,530518169472441	0,606287449135569	0,544323891442172	0,87446418709846	MXRA8	NC
530,715907201403	0,212831295319463	0,141722814211561	1,50174336082371	0,133163400912727	0,562178084939614	AURKAIP1	NC
1225,34067558881	0,0793967959656234	0,126174015862466	0,629264238146849	0,52917607970388	0,869612253567368	CCNL2	NC
194,326650671382	-0,0404987645226039	0,178551925385012	-0,226817853883549	0,820565380099279	0,957322972026	LOC148413	NC
707,499239968375	0,107447836122351	0,138509714347465	0,775742240380393	0,437901193879239	0,823919071076015	MRPL20	NC
302,579587072088	-0,160532467588179	0,170149640229575	-0,943478148831694	0,345436386930049	0,778165149779799	ANKRD65	NC
299,319784742343	0,154213483813877	0,385454586486315	0,400082108815047	0,689096041322864	0,918156953326343	VWA1	NC
15,4414796462739	0,401882679405488	0,535438801654933	0,750566970797316	0,452913305103514	0,828650293280043	ATAD3C	NC
258,317453469297	0,294869578395263	0,20793637165131	1,41807600110351	0,15616857701539	0,600897136007808	ATAD3B	NC
259,880030605655	0,364861354262915	0,179082378318162	2,03739395070291	0,0416105795913216	0,349986113677825	ATAD3A	NC
1162,93789840079	0,0320567311323945	0,110431415110717	0,290286338359921	0,771597189510417	0,946023110205593	SSU72	NC
133,648555038216	-0,0996450106678292	0,269325510024549	-0,369979845796066	0,711397507284503	0,924773915416949	MIB2	NC
282,569342724706	0,312060058982091	0,16605462249767	1,87926150015167	0,0602087958408874	0,413465897941114	CDK11B	NC
436,291159030266	-0,00380817746188884	0,13576370214769	-0,0280500413707496	0,977622239587166	0,994052575548072	SLC35E2B	NC
123,24116159431	0,415644920289608	0,204095491365904	2,03652181392109	0,0416979849254049	0,349986113677825	CDK11A	NC
456,507224698933	0,103881717275964	0,131159845716414	0,792023783716323	0,428346808449976	0,820127958820903	NADK	NC
9536,87275355837	0,100253603287059	0,0880273638656043	1,13889135019562	0,254748473811769	0,702313445326453	GNB1	NC
714,731739832442	-0,0179485769298336	0,115507549389782	-0,155388777830148	0,876514830703434	0,971576915778281	PRKCZ	NC
790,054508062873	0,18343200271037	0,138432257244246	1,32506690537255	0,185148961549773	0,634456467212974	SKI	NC
36,2854338518959	0,340921287531213	0,364623427241014	0,93499556545462	0,349790584785901	0,779861037084423	MORN1	NC
22,8134693569271	-0,15244211186152	0,458637188979929	-0,332380617020116	0,73960187276113	0,93636594211854	LOC100129534	NC
1735,76116977468	0,043018078392824	0,0938392394636644	0,45842313555281	0,646648473306771	0,908217598988045	RER1	NC
167,646407050282	-0,317369521710194	0,182797084580216	-1,73618481081915	0,0825311620893996	0,469936794096346	PEX10	NC
1254,61169761302	0,162804293640228	0,144498425908079	1,12668558579174	0,259875438887844	0,706932182010977	PLCH2	NC
312,804137692949	0,27584572815775	0,156076749841598	1,76737232443465	0,077165894689241	0,456939407002381	PANK4	NC
93,1416452419133	-0,310760168259977	0,255733339533237	-1,21517268271386	0,224300236923806	0,679356208627848	TNFRSF14	NC
419,216647848671	0,0590261869223223	0,141823446739307	0,416194841398978	0,677267434228482	0,915880009709231	FAM213B	NC
31,9916335519254	-0,246015031654334	0,381853667546318	-0,644265205661519	0,519403474173023	0,865178248636253	PRDM16	NC
275,569291005883	0,217655759253689	0,187769437778284	1,1591649942026	0,246388937342098	0,694388910051609	ARHGEF16	NC
68,6177253939861	-0,291180098423712	0,277566920624822	-1,04904466918553	0,294157560037708	0,738131823420285	MEGF6	NC
867,2805759868	0,0878167366334601	0,111552026415964	0,787226726890665	0,43114915419629	0,820770612963011	TPRG1L	NC
148,07090294929	0,075571769882923	0,207316547686449	0,36452357868326	0,715467069952519	0,926190669361497	WRAP73	NC
10,9718066882516	-0,941680413659404	0,676816726288795	-1,39133738438017	0,164123142434696	NA	TP73	NC
209,806923042799	0,0593610772699329	0,176998989738881	0,335375232127064	0,73734204908115	0,934646639420423	TP73-AS1	NC
